"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Count
	"All Cancer Sites Combined"	"0"	"Missouri"	"29"	"2006"	"2006"	30560
	"All Cancer Sites Combined"	"0"	"Missouri"	"29"	"2007"	"2007"	30804
	"All Cancer Sites Combined"	"0"	"Missouri"	"29"	"2008"	"2008"	30708
	"All Cancer Sites Combined"	"0"	"Missouri"	"29"	"2009"	"2009"	31485
	"All Cancer Sites Combined"	"0"	"Missouri"	"29"	"2010"	"2010"	30545
	"All Cancer Sites Combined"	"0"	"Missouri"	"29"	"2011"	"2011"	30406
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"1999"	"1999"	4543
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2000"	"2000"	4737
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2001"	"2001"	4946
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2002"	"2002"	4938
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2003"	"2003"	4940
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2004"	"2004"	4858
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2005"	"2005"	5175
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2006"	"2006"	5140
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2007"	"2007"	5310
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2008"	"2008"	5308
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2009"	"2009"	5537
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2010"	"2010"	5541
	"All Cancer Sites Combined"	"0"	"Montana"	"30"	"2011"	"2011"	5607
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"1999"	"1999"	8452
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2000"	"2000"	8519
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2001"	"2001"	8582
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2002"	"2002"	8716
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2003"	"2003"	8535
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2004"	"2004"	8725
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2005"	"2005"	8957
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2006"	"2006"	9080
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2007"	"2007"	9303
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2008"	"2008"	9087
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2009"	"2009"	8736
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2010"	"2010"	8958
	"All Cancer Sites Combined"	"0"	"Nebraska"	"31"	"2011"	"2011"	8916
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2000"	"2000"	9518
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2001"	"2001"	9777
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2002"	"2002"	10192
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2003"	"2003"	10241
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2004"	"2004"	10636
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2005"	"2005"	10495
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2006"	"2006"	11147
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2007"	"2007"	10614
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2008"	"2008"	11838
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2009"	"2009"	12171
	"All Cancer Sites Combined"	"0"	"Nevada"	"32"	"2010"	"2010"	11558
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"1999"	"1999"	5829
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2000"	"2000"	6158
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2001"	"2001"	6464
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2002"	"2002"	6811
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2003"	"2003"	6692
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2004"	"2004"	6938
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2005"	"2005"	7175
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2006"	"2006"	7215
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2007"	"2007"	7373
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2008"	"2008"	7634
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2009"	"2009"	7529
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2010"	"2010"	7586
	"All Cancer Sites Combined"	"0"	"New Hampshire"	"33"	"2011"	"2011"	7665
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"1999"	"1999"	44995
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2000"	"2000"	46052
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2001"	"2001"	48298
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2002"	"2002"	47974
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2003"	"2003"	46163
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2004"	"2004"	46408
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2005"	"2005"	46666
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2006"	"2006"	48226
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2007"	"2007"	48779
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2008"	"2008"	48595
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2009"	"2009"	48854
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2010"	"2010"	48039
	"All Cancer Sites Combined"	"0"	"New Jersey"	"34"	"2011"	"2011"	47758
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"1999"	"1999"	7225
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2000"	"2000"	7197
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2001"	"2001"	7580
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2002"	"2002"	7777
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2003"	"2003"	7759
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2004"	"2004"	8153
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2005"	"2005"	8163
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2006"	"2006"	8396
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2007"	"2007"	8657
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2008"	"2008"	8843
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2009"	"2009"	8828
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2010"	"2010"	8827
	"All Cancer Sites Combined"	"0"	"New Mexico"	"35"	"2011"	"2011"	8611
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"1999"	"1999"	93654
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2000"	"2000"	96375
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2001"	"2001"	97238
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2002"	"2002"	98599
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2003"	"2003"	98776
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2004"	"2004"	99615
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2005"	"2005"	101086
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2006"	"2006"	103952
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2007"	"2007"	105722
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2008"	"2008"	107270
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2009"	"2009"	107737
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2010"	"2010"	104999
	"All Cancer Sites Combined"	"0"	"New York"	"36"	"2011"	"2011"	107937
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"1999"	"1999"	34112
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2000"	"2000"	36032
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2001"	"2001"	36943
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2002"	"2002"	37623
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2003"	"2003"	38327
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2004"	"2004"	41095
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2005"	"2005"	43313
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2006"	"2006"	44519
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2007"	"2007"	46363
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2008"	"2008"	47120
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2009"	"2009"	48788
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2010"	"2010"	48521
	"All Cancer Sites Combined"	"0"	"North Carolina"	"37"	"2011"	"2011"	48727
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"1999"	"1999"	3169
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2000"	"2000"	3183
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2002"	"2002"	3297
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2003"	"2003"	3269
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2004"	"2004"	3305
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2005"	"2005"	3457
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2006"	"2006"	3466
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2007"	"2007"	3515
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2008"	"2008"	3439
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2009"	"2009"	3406
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2010"	"2010"	3502
	"All Cancer Sites Combined"	"0"	"North Dakota"	"38"	"2011"	"2011"	3583
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"1999"	"1999"	56665
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2000"	"2000"	55387
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2001"	"2001"	57176
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2002"	"2002"	57492
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2003"	"2003"	56665
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2004"	"2004"	58278
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2005"	"2005"	59524
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2006"	"2006"	60117
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2007"	"2007"	60816
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2008"	"2008"	62089
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2009"	"2009"	61598
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2010"	"2010"	59173
	"All Cancer Sites Combined"	"0"	"Ohio"	"39"	"2011"	"2011"	60034
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"1999"	"1999"	15967
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2000"	"2000"	16209
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2001"	"2001"	16733
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2002"	"2002"	17237
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2003"	"2003"	17858
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2004"	"2004"	17631
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2005"	"2005"	17748
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2006"	"2006"	18792
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2007"	"2007"	19613
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2008"	"2008"	18698
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2009"	"2009"	18781
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2010"	"2010"	18366
	"All Cancer Sites Combined"	"0"	"Oklahoma"	"40"	"2011"	"2011"	18310
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"1999"	"1999"	17492
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2000"	"2000"	17349
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2001"	"2001"	17724
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2002"	"2002"	17756
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2003"	"2003"	17466
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2004"	"2004"	18375
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2005"	"2005"	18570
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2006"	"2006"	18948
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2007"	"2007"	19216
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2008"	"2008"	20220
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2009"	"2009"	19747
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2010"	"2010"	19431
	"All Cancer Sites Combined"	"0"	"Oregon"	"41"	"2011"	"2011"	20209
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"1999"	"1999"	70446
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2000"	"2000"	70909
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2001"	"2001"	74177
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2002"	"2002"	73570
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2003"	"2003"	72598
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2004"	"2004"	72513
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2005"	"2005"	73205
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2006"	"2006"	75277
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2007"	"2007"	76397
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2008"	"2008"	76402
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2009"	"2009"	76635
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2010"	"2010"	76433
	"All Cancer Sites Combined"	"0"	"Pennsylvania"	"42"	"2011"	"2011"	77760
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"1999"	"1999"	6081
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2000"	"2000"	6111
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2001"	"2001"	6121
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2002"	"2002"	6196
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2003"	"2003"	5986
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2004"	"2004"	6242
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2005"	"2005"	5954
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2006"	"2006"	6224
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2007"	"2007"	6321
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2008"	"2008"	6215
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2009"	"2009"	6172
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2010"	"2010"	5641
	"All Cancer Sites Combined"	"0"	"Rhode Island"	"44"	"2011"	"2011"	5719
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"1999"	"1999"	18731
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2000"	"2000"	18779
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2001"	"2001"	19589
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2002"	"2002"	20755
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2003"	"2003"	20511
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2004"	"2004"	20915
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2005"	"2005"	21748
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2006"	"2006"	22323
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2007"	"2007"	23263
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2008"	"2008"	23147
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2009"	"2009"	23403
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2010"	"2010"	23926
	"All Cancer Sites Combined"	"0"	"South Carolina"	"45"	"2011"	"2011"	23096
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2001"	"2001"	3924
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2002"	"2002"	4302
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2003"	"2003"	3965
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2004"	"2004"	3976
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2005"	"2005"	3891
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2006"	"2006"	3790
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2007"	"2007"	4022
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2008"	"2008"	3987
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2009"	"2009"	4122
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2010"	"2010"	4030
	"All Cancer Sites Combined"	"0"	"South Dakota"	"46"	"2011"	"2011"	4287
	"All Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2004"	"2004"	27326
	"All Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2005"	"2005"	29903
	"All Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2006"	"2006"	30770
	"All Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2007"	"2007"	31801
	"All Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2008"	"2008"	32606
	"All Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2009"	"2009"	33602
	"All Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2010"	"2010"	33390
	"All Cancer Sites Combined"	"0"	"Tennessee"	"47"	"2011"	"2011"	33622
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"1999"	"1999"	79607
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2000"	"2000"	82175
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2001"	"2001"	86595
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2002"	"2002"	87747
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2003"	"2003"	88780
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2004"	"2004"	89448
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2005"	"2005"	91377
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2006"	"2006"	93167
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2007"	"2007"	97541
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2008"	"2008"	98139
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2009"	"2009"	98989
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2010"	"2010"	96908
	"All Cancer Sites Combined"	"0"	"Texas"	"48"	"2011"	"2011"	96636
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"1999"	"1999"	6526
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2000"	"2000"	6451
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2001"	"2001"	6906
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2002"	"2002"	7072
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2003"	"2003"	7381
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2004"	"2004"	7662
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2005"	"2005"	7789
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2006"	"2006"	8185
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2007"	"2007"	8387
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2008"	"2008"	8712
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2009"	"2009"	8964
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2010"	"2010"	9325
	"All Cancer Sites Combined"	"0"	"Utah"	"49"	"2011"	"2011"	9442
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"1999"	"1999"	3160
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2000"	"2000"	3078
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2001"	"2001"	3185
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2002"	"2002"	3178
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2003"	"2003"	3329
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2004"	"2004"	3362
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2005"	"2005"	3439
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2006"	"2006"	3695
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2007"	"2007"	3581
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2008"	"2008"	3499
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2009"	"2009"	3648
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2010"	"2010"	3593
	"All Cancer Sites Combined"	"0"	"Vermont"	"50"	"2011"	"2011"	3496
	"All Cancer Sites Combined"	"0"	"Virginia"	"51"	"2003"	"2003"	32573
	"All Cancer Sites Combined"	"0"	"Virginia"	"51"	"2004"	"2004"	33173
	"All Cancer Sites Combined"	"0"	"Virginia"	"51"	"2005"	"2005"	34237
	"All Cancer Sites Combined"	"0"	"Virginia"	"51"	"2006"	"2006"	35007
	"All Cancer Sites Combined"	"0"	"Virginia"	"51"	"2007"	"2007"	36815
	"All Cancer Sites Combined"	"0"	"Virginia"	"51"	"2008"	"2008"	36797
	"All Cancer Sites Combined"	"0"	"Virginia"	"51"	"2009"	"2009"	37353
	"All Cancer Sites Combined"	"0"	"Virginia"	"51"	"2010"	"2010"	35678
	"All Cancer Sites Combined"	"0"	"Virginia"	"51"	"2011"	"2011"	36139
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"1999"	"1999"	27977
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2000"	"2000"	27886
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2001"	"2001"	29148
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2002"	"2002"	29441
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2003"	"2003"	29604
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2004"	"2004"	30442
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2005"	"2005"	31146
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2006"	"2006"	31611
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2007"	"2007"	31073
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2008"	"2008"	32922
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2009"	"2009"	33857
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2010"	"2010"	33899
	"All Cancer Sites Combined"	"0"	"Washington"	"53"	"2011"	"2011"	34086
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"1999"	"1999"	10466
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2000"	"2000"	10525
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2001"	"2001"	10866
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2002"	"2002"	10654
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2003"	"2003"	10437
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2004"	"2004"	10656
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2005"	"2005"	10975
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2006"	"2006"	11156
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2007"	"2007"	11447
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2008"	"2008"	11179
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2009"	"2009"	11204
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2010"	"2010"	11040
	"All Cancer Sites Combined"	"0"	"West Virginia"	"54"	"2011"	"2011"	11306
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"1999"	"1999"	26762
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2000"	"2000"	26549
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2001"	"2001"	27916
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2002"	"2002"	27116
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2003"	"2003"	27259
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2004"	"2004"	27725
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2005"	"2005"	27582
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2006"	"2006"	28333
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2007"	"2007"	29117
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2008"	"2008"	29539
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2009"	"2009"	29573
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2010"	"2010"	29775
	"All Cancer Sites Combined"	"0"	"Wisconsin"	"55"	"2011"	"2011"	29962
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"1999"	"1999"	2186
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2000"	"2000"	2215
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2001"	"2001"	2213
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2002"	"2002"	2213
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2003"	"2003"	2351
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2004"	"2004"	2343
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2005"	"2005"	2265
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2006"	"2006"	2457
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2007"	"2007"	2433
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2008"	"2008"	2515
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2009"	"2009"	2500
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2010"	"2010"	2625
	"All Cancer Sites Combined"	"0"	"Wyoming"	"56"	"2011"	"2011"	2661
"---"
"Dataset: United States Cancer Statistics, 1999-2011 Incidence"
"Query Parameters:"
"Title:"
"Age Group: 15-19 years, 20-24 years, 25-29 years, 30-34 years, 35-39 years, 40-44 years, 45-49 years, 50-54 years, 55-59 years,"
