"Notes"	"Cancer Sites"	"Cancer Sites Code"	"State"	"State Code"	"Year"	"Year Code"	Count
	"Esophagus"	"21010"	"Connecticut"	"09"	"2005"	"2005"	201
	"Esophagus"	"21010"	"Connecticut"	"09"	"2006"	"2006"	204
	"Esophagus"	"21010"	"Connecticut"	"09"	"2007"	"2007"	224
	"Esophagus"	"21010"	"Connecticut"	"09"	"2008"	"2008"	243
	"Esophagus"	"21010"	"Connecticut"	"09"	"2009"	"2009"	210
	"Esophagus"	"21010"	"Connecticut"	"09"	"2010"	"2010"	193
	"Esophagus"	"21010"	"Connecticut"	"09"	"2011"	"2011"	189
	"Esophagus"	"21010"	"Delaware"	"10"	"2000"	"2000"	45
	"Esophagus"	"21010"	"Delaware"	"10"	"2001"	"2001"	47
	"Esophagus"	"21010"	"Delaware"	"10"	"2002"	"2002"	52
	"Esophagus"	"21010"	"Delaware"	"10"	"2003"	"2003"	59
	"Esophagus"	"21010"	"Delaware"	"10"	"2004"	"2004"	60
	"Esophagus"	"21010"	"Delaware"	"10"	"2005"	"2005"	40
	"Esophagus"	"21010"	"Delaware"	"10"	"2006"	"2006"	49
	"Esophagus"	"21010"	"Delaware"	"10"	"2007"	"2007"	45
	"Esophagus"	"21010"	"Delaware"	"10"	"2008"	"2008"	70
	"Esophagus"	"21010"	"Delaware"	"10"	"2009"	"2009"	57
	"Esophagus"	"21010"	"Delaware"	"10"	"2010"	"2010"	44
	"Esophagus"	"21010"	"Delaware"	"10"	"2011"	"2011"	60
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2000"	"2000"	52
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2003"	"2003"	36
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2004"	"2004"	51
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2005"	"2005"	37
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2006"	"2006"	45
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2007"	"2007"	39
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2008"	"2008"	34
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2009"	"2009"	23
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2010"	"2010"	27
	"Esophagus"	"21010"	"District of Columbia"	"11"	"2011"	"2011"	34
	"Esophagus"	"21010"	"Florida"	"12"	"2000"	"2000"	1039
	"Esophagus"	"21010"	"Florida"	"12"	"2001"	"2001"	1040
	"Esophagus"	"21010"	"Florida"	"12"	"2002"	"2002"	984
	"Esophagus"	"21010"	"Florida"	"12"	"2003"	"2003"	1038
	"Esophagus"	"21010"	"Florida"	"12"	"2004"	"2004"	1101
	"Esophagus"	"21010"	"Florida"	"12"	"2005"	"2005"	1107
	"Esophagus"	"21010"	"Florida"	"12"	"2006"	"2006"	1158
	"Esophagus"	"21010"	"Florida"	"12"	"2007"	"2007"	1174
	"Esophagus"	"21010"	"Florida"	"12"	"2008"	"2008"	1169
	"Esophagus"	"21010"	"Florida"	"12"	"2009"	"2009"	1125
	"Esophagus"	"21010"	"Florida"	"12"	"2010"	"2010"	1154
	"Esophagus"	"21010"	"Florida"	"12"	"2011"	"2011"	1181
	"Esophagus"	"21010"	"Georgia"	"13"	"2000"	"2000"	365
	"Esophagus"	"21010"	"Georgia"	"13"	"2001"	"2001"	397
	"Esophagus"	"21010"	"Georgia"	"13"	"2002"	"2002"	347
	"Esophagus"	"21010"	"Georgia"	"13"	"2003"	"2003"	425
	"Esophagus"	"21010"	"Georgia"	"13"	"2004"	"2004"	388
	"Esophagus"	"21010"	"Georgia"	"13"	"2005"	"2005"	389
	"Esophagus"	"21010"	"Georgia"	"13"	"2006"	"2006"	386
	"Esophagus"	"21010"	"Georgia"	"13"	"2007"	"2007"	434
	"Esophagus"	"21010"	"Georgia"	"13"	"2008"	"2008"	403
	"Esophagus"	"21010"	"Georgia"	"13"	"2009"	"2009"	411
	"Esophagus"	"21010"	"Georgia"	"13"	"2010"	"2010"	419
	"Esophagus"	"21010"	"Georgia"	"13"	"2011"	"2011"	453
	"Esophagus"	"21010"	"Hawaii"	"15"	"2000"	"2000"	44
	"Esophagus"	"21010"	"Hawaii"	"15"	"2001"	"2001"	48
	"Esophagus"	"21010"	"Hawaii"	"15"	"2002"	"2002"	48
	"Esophagus"	"21010"	"Hawaii"	"15"	"2003"	"2003"	35
	"Esophagus"	"21010"	"Hawaii"	"15"	"2004"	"2004"	65
	"Esophagus"	"21010"	"Hawaii"	"15"	"2005"	"2005"	43
	"Esophagus"	"21010"	"Hawaii"	"15"	"2006"	"2006"	67
	"Esophagus"	"21010"	"Hawaii"	"15"	"2007"	"2007"	59
	"Esophagus"	"21010"	"Hawaii"	"15"	"2008"	"2008"	55
	"Esophagus"	"21010"	"Hawaii"	"15"	"2009"	"2009"	55
	"Esophagus"	"21010"	"Hawaii"	"15"	"2010"	"2010"	58
	"Esophagus"	"21010"	"Hawaii"	"15"	"2011"	"2011"	69
	"Esophagus"	"21010"	"Idaho"	"16"	"2000"	"2000"	72
	"Esophagus"	"21010"	"Idaho"	"16"	"2001"	"2001"	51
	"Esophagus"	"21010"	"Idaho"	"16"	"2002"	"2002"	55
	"Esophagus"	"21010"	"Idaho"	"16"	"2003"	"2003"	58
	"Esophagus"	"21010"	"Idaho"	"16"	"2004"	"2004"	66
	"Esophagus"	"21010"	"Idaho"	"16"	"2005"	"2005"	77
	"Esophagus"	"21010"	"Idaho"	"16"	"2006"	"2006"	65
	"Esophagus"	"21010"	"Idaho"	"16"	"2007"	"2007"	72
	"Esophagus"	"21010"	"Idaho"	"16"	"2008"	"2008"	74
	"Esophagus"	"21010"	"Idaho"	"16"	"2009"	"2009"	80
	"Esophagus"	"21010"	"Idaho"	"16"	"2010"	"2010"	71
	"Esophagus"	"21010"	"Idaho"	"16"	"2011"	"2011"	69
	"Esophagus"	"21010"	"Illinois"	"17"	"2000"	"2000"	710
	"Esophagus"	"21010"	"Illinois"	"17"	"2001"	"2001"	680
	"Esophagus"	"21010"	"Illinois"	"17"	"2002"	"2002"	655
	"Esophagus"	"21010"	"Illinois"	"17"	"2003"	"2003"	661
	"Esophagus"	"21010"	"Illinois"	"17"	"2004"	"2004"	702
	"Esophagus"	"21010"	"Illinois"	"17"	"2005"	"2005"	666
	"Esophagus"	"21010"	"Illinois"	"17"	"2006"	"2006"	697
	"Esophagus"	"21010"	"Illinois"	"17"	"2007"	"2007"	711
	"Esophagus"	"21010"	"Illinois"	"17"	"2008"	"2008"	718
	"Esophagus"	"21010"	"Illinois"	"17"	"2009"	"2009"	726
	"Esophagus"	"21010"	"Illinois"	"17"	"2010"	"2010"	663
	"Esophagus"	"21010"	"Illinois"	"17"	"2011"	"2011"	728
	"Esophagus"	"21010"	"Indiana"	"18"	"2000"	"2000"	364
	"Esophagus"	"21010"	"Indiana"	"18"	"2001"	"2001"	288
	"Esophagus"	"21010"	"Indiana"	"18"	"2002"	"2002"	307
	"Esophagus"	"21010"	"Indiana"	"18"	"2003"	"2003"	322
	"Esophagus"	"21010"	"Indiana"	"18"	"2004"	"2004"	317
	"Esophagus"	"21010"	"Indiana"	"18"	"2005"	"2005"	352
	"Esophagus"	"21010"	"Indiana"	"18"	"2006"	"2006"	386
	"Esophagus"	"21010"	"Indiana"	"18"	"2007"	"2007"	356
	"Esophagus"	"21010"	"Indiana"	"18"	"2008"	"2008"	447
	"Esophagus"	"21010"	"Indiana"	"18"	"2009"	"2009"	387
	"Esophagus"	"21010"	"Indiana"	"18"	"2010"	"2010"	370
	"Esophagus"	"21010"	"Indiana"	"18"	"2011"	"2011"	375
	"Esophagus"	"21010"	"Iowa"	"19"	"2000"	"2000"	154
	"Esophagus"	"21010"	"Iowa"	"19"	"2001"	"2001"	167
	"Esophagus"	"21010"	"Iowa"	"19"	"2002"	"2002"	166
	"Esophagus"	"21010"	"Iowa"	"19"	"2003"	"2003"	183
	"Esophagus"	"21010"	"Iowa"	"19"	"2004"	"2004"	189
	"Esophagus"	"21010"	"Iowa"	"19"	"2005"	"2005"	185
	"Esophagus"	"21010"	"Iowa"	"19"	"2006"	"2006"	192
	"Esophagus"	"21010"	"Iowa"	"19"	"2007"	"2007"	197
	"Esophagus"	"21010"	"Iowa"	"19"	"2008"	"2008"	165
	"Esophagus"	"21010"	"Iowa"	"19"	"2009"	"2009"	193
	"Esophagus"	"21010"	"Iowa"	"19"	"2010"	"2010"	199
	"Esophagus"	"21010"	"Iowa"	"19"	"2011"	"2011"	195
	"Esophagus"	"21010"	"Kansas"	"20"	"2000"	"2000"	121
	"Esophagus"	"21010"	"Kansas"	"20"	"2001"	"2001"	115
	"Esophagus"	"21010"	"Kansas"	"20"	"2002"	"2002"	104
	"Esophagus"	"21010"	"Kansas"	"20"	"2003"	"2003"	129
	"Esophagus"	"21010"	"Kansas"	"20"	"2004"	"2004"	103
	"Esophagus"	"21010"	"Kansas"	"20"	"2005"	"2005"	111
	"Esophagus"	"21010"	"Kansas"	"20"	"2006"	"2006"	139
	"Esophagus"	"21010"	"Kansas"	"20"	"2007"	"2007"	132
	"Esophagus"	"21010"	"Kansas"	"20"	"2008"	"2008"	142
	"Esophagus"	"21010"	"Kansas"	"20"	"2009"	"2009"	132
	"Esophagus"	"21010"	"Kansas"	"20"	"2010"	"2010"	133
	"Esophagus"	"21010"	"Kansas"	"20"	"2011"	"2011"	134
	"Esophagus"	"21010"	"Kentucky"	"21"	"2000"	"2000"	217
	"Esophagus"	"21010"	"Kentucky"	"21"	"2001"	"2001"	201
	"Esophagus"	"21010"	"Kentucky"	"21"	"2002"	"2002"	197
	"Esophagus"	"21010"	"Kentucky"	"21"	"2003"	"2003"	228
	"Esophagus"	"21010"	"Kentucky"	"21"	"2004"	"2004"	234
	"Esophagus"	"21010"	"Kentucky"	"21"	"2005"	"2005"	216
	"Esophagus"	"21010"	"Kentucky"	"21"	"2006"	"2006"	246
	"Esophagus"	"21010"	"Kentucky"	"21"	"2007"	"2007"	250
	"Esophagus"	"21010"	"Kentucky"	"21"	"2008"	"2008"	253
	"Esophagus"	"21010"	"Kentucky"	"21"	"2009"	"2009"	250
	"Esophagus"	"21010"	"Kentucky"	"21"	"2010"	"2010"	231
	"Esophagus"	"21010"	"Kentucky"	"21"	"2011"	"2011"	245
	"Esophagus"	"21010"	"Louisiana"	"22"	"2000"	"2000"	213
	"Esophagus"	"21010"	"Louisiana"	"22"	"2001"	"2001"	208
	"Esophagus"	"21010"	"Louisiana"	"22"	"2002"	"2002"	217
	"Esophagus"	"21010"	"Louisiana"	"22"	"2003"	"2003"	225
	"Esophagus"	"21010"	"Louisiana"	"22"	"2004"	"2004"	221
	"Esophagus"	"21010"	"Louisiana"	"22"	"2005"	"2005"	232
	"Esophagus"	"21010"	"Louisiana"	"22"	"2006"	"2006"	226
	"Esophagus"	"21010"	"Louisiana"	"22"	"2007"	"2007"	238
	"Esophagus"	"21010"	"Louisiana"	"22"	"2008"	"2008"	235
	"Esophagus"	"21010"	"Louisiana"	"22"	"2009"	"2009"	255
	"Esophagus"	"21010"	"Louisiana"	"22"	"2010"	"2010"	240
	"Esophagus"	"21010"	"Louisiana"	"22"	"2011"	"2011"	239
	"Esophagus"	"21010"	"Maine"	"23"	"2000"	"2000"	80
	"Esophagus"	"21010"	"Maine"	"23"	"2001"	"2001"	85
	"Esophagus"	"21010"	"Maine"	"23"	"2002"	"2002"	91
	"Esophagus"	"21010"	"Maine"	"23"	"2003"	"2003"	105
	"Esophagus"	"21010"	"Maine"	"23"	"2004"	"2004"	110
	"Esophagus"	"21010"	"Maine"	"23"	"2005"	"2005"	115
	"Esophagus"	"21010"	"Maine"	"23"	"2006"	"2006"	107
	"Esophagus"	"21010"	"Maine"	"23"	"2007"	"2007"	112
	"Esophagus"	"21010"	"Maine"	"23"	"2008"	"2008"	108
	"Esophagus"	"21010"	"Maine"	"23"	"2009"	"2009"	126
	"Esophagus"	"21010"	"Maine"	"23"	"2010"	"2010"	125
	"Esophagus"	"21010"	"Maine"	"23"	"2011"	"2011"	110
	"Esophagus"	"21010"	"Maryland"	"24"	"2000"	"2000"	293
	"Esophagus"	"21010"	"Maryland"	"24"	"2002"	"2002"	273
	"Esophagus"	"21010"	"Maryland"	"24"	"2003"	"2003"	290
	"Esophagus"	"21010"	"Maryland"	"24"	"2004"	"2004"	287
	"Esophagus"	"21010"	"Maryland"	"24"	"2005"	"2005"	291
	"Esophagus"	"21010"	"Maryland"	"24"	"2006"	"2006"	294
	"Esophagus"	"21010"	"Maryland"	"24"	"2007"	"2007"	288
	"Esophagus"	"21010"	"Maryland"	"24"	"2008"	"2008"	296
	"Esophagus"	"21010"	"Maryland"	"24"	"2009"	"2009"	304
	"Esophagus"	"21010"	"Maryland"	"24"	"2010"	"2010"	289
	"Esophagus"	"21010"	"Maryland"	"24"	"2011"	"2011"	280
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2000"	"2000"	413
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2001"	"2001"	403
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2002"	"2002"	466
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2003"	"2003"	442
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2004"	"2004"	471
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2005"	"2005"	432
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2006"	"2006"	457
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2007"	"2007"	474
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2008"	"2008"	480
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2009"	"2009"	480
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2010"	"2010"	436
	"Esophagus"	"21010"	"Massachusetts"	"25"	"2011"	"2011"	462
	"Esophagus"	"21010"	"Michigan"	"26"	"2000"	"2000"	562
	"Esophagus"	"21010"	"Michigan"	"26"	"2001"	"2001"	558
	"Esophagus"	"21010"	"Michigan"	"26"	"2002"	"2002"	563
	"Esophagus"	"21010"	"Michigan"	"26"	"2003"	"2003"	608
	"Esophagus"	"21010"	"Michigan"	"26"	"2004"	"2004"	623
	"Esophagus"	"21010"	"Michigan"	"26"	"2005"	"2005"	577
	"Esophagus"	"21010"	"Michigan"	"26"	"2006"	"2006"	610
	"Esophagus"	"21010"	"Michigan"	"26"	"2007"	"2007"	612
	"Esophagus"	"21010"	"Michigan"	"26"	"2008"	"2008"	582
	"Esophagus"	"21010"	"Michigan"	"26"	"2009"	"2009"	665
	"Esophagus"	"21010"	"Michigan"	"26"	"2010"	"2010"	647
	"Esophagus"	"21010"	"Michigan"	"26"	"2011"	"2011"	628
	"Esophagus"	"21010"	"Minnesota"	"27"	"2000"	"2000"	209
	"Esophagus"	"21010"	"Minnesota"	"27"	"2001"	"2001"	219
	"Esophagus"	"21010"	"Minnesota"	"27"	"2002"	"2002"	250
	"Esophagus"	"21010"	"Minnesota"	"27"	"2003"	"2003"	251
	"Esophagus"	"21010"	"Minnesota"	"27"	"2004"	"2004"	261
	"Esophagus"	"21010"	"Minnesota"	"27"	"2005"	"2005"	293
	"Esophagus"	"21010"	"Minnesota"	"27"	"2006"	"2006"	268
	"Esophagus"	"21010"	"Minnesota"	"27"	"2007"	"2007"	270
	"Esophagus"	"21010"	"Minnesota"	"27"	"2008"	"2008"	257
	"Esophagus"	"21010"	"Minnesota"	"27"	"2009"	"2009"	287
	"Esophagus"	"21010"	"Minnesota"	"27"	"2010"	"2010"	256
	"Esophagus"	"21010"	"Minnesota"	"27"	"2011"	"2011"	316
	"Esophagus"	"21010"	"Mississippi"	"28"	"2003"	"2003"	131
	"Esophagus"	"21010"	"Mississippi"	"28"	"2004"	"2004"	164
	"Esophagus"	"21010"	"Mississippi"	"28"	"2005"	"2005"	146
	"Esophagus"	"21010"	"Mississippi"	"28"	"2006"	"2006"	152
	"Esophagus"	"21010"	"Mississippi"	"28"	"2007"	"2007"	159
	"Esophagus"	"21010"	"Mississippi"	"28"	"2008"	"2008"	163
	"Esophagus"	"21010"	"Mississippi"	"28"	"2009"	"2009"	143
	"Esophagus"	"21010"	"Mississippi"	"28"	"2010"	"2010"	171
	"Esophagus"	"21010"	"Mississippi"	"28"	"2011"	"2011"	149
	"Esophagus"	"21010"	"Missouri"	"29"	"2000"	"2000"	279
	"Esophagus"	"21010"	"Missouri"	"29"	"2001"	"2001"	287
	"Esophagus"	"21010"	"Missouri"	"29"	"2002"	"2002"	325
	"Esophagus"	"21010"	"Missouri"	"29"	"2003"	"2003"	314
	"Esophagus"	"21010"	"Missouri"	"29"	"2004"	"2004"	334
	"Esophagus"	"21010"	"Missouri"	"29"	"2005"	"2005"	337
	"Esophagus"	"21010"	"Missouri"	"29"	"2006"	"2006"	348
	"Esophagus"	"21010"	"Missouri"	"29"	"2007"	"2007"	343
	"Esophagus"	"21010"	"Missouri"	"29"	"2008"	"2008"	335
	"Esophagus"	"21010"	"Missouri"	"29"	"2009"	"2009"	379
	"Esophagus"	"21010"	"Missouri"	"29"	"2010"	"2010"	347
	"Esophagus"	"21010"	"Missouri"	"29"	"2011"	"2011"	324
	"Esophagus"	"21010"	"Montana"	"30"	"2000"	"2000"	39
	"Esophagus"	"21010"	"Montana"	"30"	"2001"	"2001"	49
	"Esophagus"	"21010"	"Montana"	"30"	"2002"	"2002"	38
	"Esophagus"	"21010"	"Montana"	"30"	"2003"	"2003"	45
	"Esophagus"	"21010"	"Montana"	"30"	"2004"	"2004"	47
	"Esophagus"	"21010"	"Montana"	"30"	"2005"	"2005"	64
	"Esophagus"	"21010"	"Montana"	"30"	"2006"	"2006"	56
	"Esophagus"	"21010"	"Montana"	"30"	"2007"	"2007"	45
	"Esophagus"	"21010"	"Montana"	"30"	"2008"	"2008"	68
	"Esophagus"	"21010"	"Montana"	"30"	"2009"	"2009"	65
	"Esophagus"	"21010"	"Montana"	"30"	"2010"	"2010"	69
	"Esophagus"	"21010"	"Montana"	"30"	"2011"	"2011"	60
	"Esophagus"	"21010"	"Nebraska"	"31"	"2000"	"2000"	80
	"Esophagus"	"21010"	"Nebraska"	"31"	"2001"	"2001"	83
	"Esophagus"	"21010"	"Nebraska"	"31"	"2002"	"2002"	92
	"Esophagus"	"21010"	"Nebraska"	"31"	"2003"	"2003"	76
	"Esophagus"	"21010"	"Nebraska"	"31"	"2004"	"2004"	97
	"Esophagus"	"21010"	"Nebraska"	"31"	"2005"	"2005"	80
	"Esophagus"	"21010"	"Nebraska"	"31"	"2006"	"2006"	85
	"Esophagus"	"21010"	"Nebraska"	"31"	"2007"	"2007"	100
	"Esophagus"	"21010"	"Nebraska"	"31"	"2008"	"2008"	106
	"Esophagus"	"21010"	"Nebraska"	"31"	"2009"	"2009"	103
	"Esophagus"	"21010"	"Nebraska"	"31"	"2010"	"2010"	92
	"Esophagus"	"21010"	"Nebraska"	"31"	"2011"	"2011"	104
	"Esophagus"	"21010"	"Nevada"	"32"	"2000"	"2000"	110
	"Esophagus"	"21010"	"Nevada"	"32"	"2001"	"2001"	112
	"Esophagus"	"21010"	"Nevada"	"32"	"2002"	"2002"	113
	"Esophagus"	"21010"	"Nevada"	"32"	"2003"	"2003"	116
	"Esophagus"	"21010"	"Nevada"	"32"	"2004"	"2004"	115
	"Esophagus"	"21010"	"Nevada"	"32"	"2005"	"2005"	118
	"Esophagus"	"21010"	"Nevada"	"32"	"2006"	"2006"	115
	"Esophagus"	"21010"	"Nevada"	"32"	"2007"	"2007"	119
	"Esophagus"	"21010"	"Nevada"	"32"	"2008"	"2008"	143
	"Esophagus"	"21010"	"Nevada"	"32"	"2009"	"2009"	164
	"Esophagus"	"21010"	"Nevada"	"32"	"2010"	"2010"	161
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2000"	"2000"	65
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2001"	"2001"	56
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2002"	"2002"	100
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2003"	"2003"	98
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2004"	"2004"	93
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2005"	"2005"	97
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2006"	"2006"	111
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2007"	"2007"	106
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2008"	"2008"	118
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2009"	"2009"	118
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2010"	"2010"	95
	"Esophagus"	"21010"	"New Hampshire"	"33"	"2011"	"2011"	107
	"Esophagus"	"21010"	"New Jersey"	"34"	"2000"	"2000"	457
	"Esophagus"	"21010"	"New Jersey"	"34"	"2001"	"2001"	451
	"Esophagus"	"21010"	"New Jersey"	"34"	"2002"	"2002"	436
	"Esophagus"	"21010"	"New Jersey"	"34"	"2003"	"2003"	474
	"Esophagus"	"21010"	"New Jersey"	"34"	"2004"	"2004"	478
	"Esophagus"	"21010"	"New Jersey"	"34"	"2005"	"2005"	435
	"Esophagus"	"21010"	"New Jersey"	"34"	"2006"	"2006"	476
	"Esophagus"	"21010"	"New Jersey"	"34"	"2007"	"2007"	476
	"Esophagus"	"21010"	"New Jersey"	"34"	"2008"	"2008"	461
	"Esophagus"	"21010"	"New Jersey"	"34"	"2009"	"2009"	455
	"Esophagus"	"21010"	"New Jersey"	"34"	"2010"	"2010"	500
	"Esophagus"	"21010"	"New Jersey"	"34"	"2011"	"2011"	437
	"Esophagus"	"21010"	"New Mexico"	"35"	"2000"	"2000"	75
	"Esophagus"	"21010"	"New Mexico"	"35"	"2001"	"2001"	69
	"Esophagus"	"21010"	"New Mexico"	"35"	"2002"	"2002"	60
	"Esophagus"	"21010"	"New Mexico"	"35"	"2003"	"2003"	65
	"Esophagus"	"21010"	"New Mexico"	"35"	"2004"	"2004"	109
	"Esophagus"	"21010"	"New Mexico"	"35"	"2005"	"2005"	73
	"Esophagus"	"21010"	"New Mexico"	"35"	"2006"	"2006"	82
	"Esophagus"	"21010"	"New Mexico"	"35"	"2007"	"2007"	62
	"Esophagus"	"21010"	"New Mexico"	"35"	"2008"	"2008"	82
	"Esophagus"	"21010"	"New Mexico"	"35"	"2009"	"2009"	95
	"Esophagus"	"21010"	"New Mexico"	"35"	"2010"	"2010"	83
	"Esophagus"	"21010"	"New Mexico"	"35"	"2011"	"2011"	95
	"Esophagus"	"21010"	"New York"	"36"	"2000"	"2000"	988
	"Esophagus"	"21010"	"New York"	"36"	"2001"	"2001"	943
	"Esophagus"	"21010"	"New York"	"36"	"2002"	"2002"	985
	"Esophagus"	"21010"	"New York"	"36"	"2003"	"2003"	1033
	"Esophagus"	"21010"	"New York"	"36"	"2004"	"2004"	1047
	"Esophagus"	"21010"	"New York"	"36"	"2005"	"2005"	1096
	"Esophagus"	"21010"	"New York"	"36"	"2006"	"2006"	1087
	"Esophagus"	"21010"	"New York"	"36"	"2007"	"2007"	1048
	"Esophagus"	"21010"	"New York"	"36"	"2008"	"2008"	1129
	"Esophagus"	"21010"	"New York"	"36"	"2009"	"2009"	1113
	"Esophagus"	"21010"	"New York"	"36"	"2010"	"2010"	1026
	"Esophagus"	"21010"	"New York"	"36"	"2011"	"2011"	1035
	"Esophagus"	"21010"	"North Carolina"	"37"	"2000"	"2000"	378
	"Esophagus"	"21010"	"North Carolina"	"37"	"2001"	"2001"	390
	"Esophagus"	"21010"	"North Carolina"	"37"	"2002"	"2002"	393
	"Esophagus"	"21010"	"North Carolina"	"37"	"2003"	"2003"	412
	"Esophagus"	"21010"	"North Carolina"	"37"	"2004"	"2004"	427
	"Esophagus"	"21010"	"North Carolina"	"37"	"2005"	"2005"	450
	"Esophagus"	"21010"	"North Carolina"	"37"	"2006"	"2006"	437
	"Esophagus"	"21010"	"North Carolina"	"37"	"2007"	"2007"	456
	"Esophagus"	"21010"	"North Carolina"	"37"	"2008"	"2008"	507
	"Esophagus"	"21010"	"North Carolina"	"37"	"2009"	"2009"	481
	"Esophagus"	"21010"	"North Carolina"	"37"	"2010"	"2010"	468
	"Esophagus"	"21010"	"North Carolina"	"37"	"2011"	"2011"	443
	"Esophagus"	"21010"	"North Dakota"	"38"	"2000"	"2000"	28
	"Esophagus"	"21010"	"North Dakota"	"38"	"2002"	"2002"	42
	"Esophagus"	"21010"	"North Dakota"	"38"	"2003"	"2003"	27
	"Esophagus"	"21010"	"North Dakota"	"38"	"2004"	"2004"	29
	"Esophagus"	"21010"	"North Dakota"	"38"	"2005"	"2005"	40
	"Esophagus"	"21010"	"North Dakota"	"38"	"2006"	"2006"	32
	"Esophagus"	"21010"	"North Dakota"	"38"	"2007"	"2007"	42
	"Esophagus"	"21010"	"North Dakota"	"38"	"2008"	"2008"	34
	"Esophagus"	"21010"	"North Dakota"	"38"	"2009"	"2009"	30
	"Esophagus"	"21010"	"North Dakota"	"38"	"2010"	"2010"	38
	"Esophagus"	"21010"	"North Dakota"	"38"	"2011"	"2011"	42
	"Esophagus"	"21010"	"Ohio"	"39"	"2000"	"2000"	627
	"Esophagus"	"21010"	"Ohio"	"39"	"2001"	"2001"	663
	"Esophagus"	"21010"	"Ohio"	"39"	"2002"	"2002"	622
	"Esophagus"	"21010"	"Ohio"	"39"	"2003"	"2003"	638
	"Esophagus"	"21010"	"Ohio"	"39"	"2004"	"2004"	733
	"Esophagus"	"21010"	"Ohio"	"39"	"2005"	"2005"	704
	"Esophagus"	"21010"	"Ohio"	"39"	"2006"	"2006"	762
	"Esophagus"	"21010"	"Ohio"	"39"	"2007"	"2007"	697
	"Esophagus"	"21010"	"Ohio"	"39"	"2008"	"2008"	709
	"Esophagus"	"21010"	"Ohio"	"39"	"2009"	"2009"	732
	"Esophagus"	"21010"	"Ohio"	"39"	"2010"	"2010"	737
	"Esophagus"	"21010"	"Ohio"	"39"	"2011"	"2011"	678
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2000"	"2000"	148
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2001"	"2001"	145
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2002"	"2002"	173
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2003"	"2003"	176
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2004"	"2004"	166
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2005"	"2005"	169
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2006"	"2006"	186
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2007"	"2007"	201
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2008"	"2008"	193
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2009"	"2009"	201
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2010"	"2010"	180
	"Esophagus"	"21010"	"Oklahoma"	"40"	"2011"	"2011"	173
	"Esophagus"	"21010"	"Oregon"	"41"	"2000"	"2000"	207
	"Esophagus"	"21010"	"Oregon"	"41"	"2001"	"2001"	207
	"Esophagus"	"21010"	"Oregon"	"41"	"2002"	"2002"	192
	"Esophagus"	"21010"	"Oregon"	"41"	"2003"	"2003"	206
	"Esophagus"	"21010"	"Oregon"	"41"	"2004"	"2004"	208
	"Esophagus"	"21010"	"Oregon"	"41"	"2005"	"2005"	214
	"Esophagus"	"21010"	"Oregon"	"41"	"2006"	"2006"	248
	"Esophagus"	"21010"	"Oregon"	"41"	"2007"	"2007"	216
	"Esophagus"	"21010"	"Oregon"	"41"	"2008"	"2008"	253
	"Esophagus"	"21010"	"Oregon"	"41"	"2009"	"2009"	244
	"Esophagus"	"21010"	"Oregon"	"41"	"2010"	"2010"	222
	"Esophagus"	"21010"	"Oregon"	"41"	"2011"	"2011"	211
	"Esophagus"	"21010"	"Pennsylvania"	"42"	"2000"	"2000"	748
